finalist,year,winner_Nominee,item_award,award_description
Angela Lansbury,1998,Nominee,Annie,Outstanding Individual Achievement for Voice Acting by a Female Performer in an Animated Feature Production
Angela Lansbury,1991,Nominee,ACCA,Best Actress in a Supporting Role
Angela Lansbury,2003,Winner,Britannia Award,Lifetime Achievement in Television and Film
Angela Lansbury,1983,Winner,ACE,Actress in a Theatrical or Musical Program
Angela Lansbury,2019,Winner,CinEuphoria,Career - Honorary Award
Angela Lansbury,1988,Winner,Raven Award,
Angela Lansbury,2011,Winner,Timeless Award,
Angela Lansbury,2009,Winner,Gold Derby Award,Life Achievement (Performer)
Angela Lansbury,1993,Nominee,Grammy,Album of the Year
Angela Lansbury,1968,Winner,Woman of the Year,
Angela Lansbury,1963,Nominee,Golden Laurel,Top Female Supporting Performance
Angela Lansbury,1978,Winner,NBR Award,Best Supporting Actress
Angela Lansbury,2018,Winner,Glenn Strange Honorary Award,
Angela Lansbury,2015,Winner,OFTA TV Hall of Fame,Behind the Scenes
Angela Lansbury,2019,Winner,Ensemble Cast Award,
Angela Lansbury,1994,Nominee,People's Choice Award,Favorite Female TV Performer
Angela Lansbury,2005,Nominee,Golden Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Angela Lansbury,1997,Winner,Life Achievement Award,
Angela Lansbury,1996,Winner,Career Achievement Award,
Angela Lansbury,2000,Winner,Kennedy Center Honors,
Angela Lansbury,2007,Winner,TV Land Award,Favorite Lady Gumshoe
Angela Lansbury,1960,Winner,Star on the Walk of Fame,Motion Picture
Angela Lansbury,1996,Winner,Lucy Award,
Jill Clayburgh,1980,Nominee,Oscar,Best Actress in a Leading Role
Jill Clayburgh,1982,Nominee,Golden Globe,Best Actress in a Motion Picture - Comedy or Musical
Jill Clayburgh,2005,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Jill Clayburgh,1979,Nominee,BAFTA Film Award,Best Actress
Jill Clayburgh,2003,Nominee,Movies for Grownups Award,Best Grownup Love Story
Jill Clayburgh,1978,Winner,Best Actress,
Jill Clayburgh,2012,Nominee,COFCA Award,Best Ensemble
Jill Clayburgh,2012,Nominee,Gold Derby Award,Ensemble Cast
Jill Clayburgh,1979,Winner,Golden Apple,Female Star of the Year
Jill Clayburgh,1979,Nominee,NSFC Award,Best Actress
Jill Clayburgh,1978,Nominee,NYFCC Award,Best Actress
Jill Clayburgh,2011,Nominee,PFCS Award,Best Ensemble Acting
Jill Clayburgh,2012,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Jill Clayburgh,2006,Nominee,SLFCA Award,Best Supporting Actress
Amanda Plummer,1993,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Amanda Plummer,2005,Winner,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Amanda Plummer,1992,Nominee,BAFTA Film Award,Best Actress in a Supporting Role
Amanda Plummer,1994,Winner,Saturn Award,Best Supporting Actress
Amanda Plummer,1995,Nominee,American Comedy Award,Funniest Supporting Actress in a Motion Picture
Amanda Plummer,1994,Winner,ACCA,Best Cast Ensemble
Amanda Plummer,1996,Winner,CableACE,Supporting Actress in a Movie or Miniseries
Amanda Plummer,1992,Nominee,CFCA Award,Best Supporting Actress
Amanda Plummer,1992,Nominee,DFWFCA Award,Best Supporting Actress
Amanda Plummer,2003,Nominee,DVDX Award,Best Actress in a DVD Premiere Movie
Amanda Plummer,2006,Nominee,Chainsaw Award,Best Supporting Actress
Amanda Plummer,1991,Nominee,LAFCA Award,Best Supporting Actress
Amanda Plummer,2019,Winner,Star of Excellence,Walk of Fame
Bob Odenkirk,2018,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
Bob Odenkirk,2020,Nominee,Primetime Emmy,Outstanding Drama Series
Bob Odenkirk,2003,Winner,Le Roger,Best Feature - USA
Bob Odenkirk,2016,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Bob Odenkirk,2003,Winner,Audience Award,Narrative
Bob Odenkirk,2019,Nominee,Critics Choice Award,Best Actor in a Drama Series
Bob Odenkirk,2016,Winner,Critics' Choice TV Award,Best Actor in a Drama Series
Bob Odenkirk,2003,Winner,DVDX Award,Best Original Song in a DVD Premiere Movie
Bob Odenkirk,2020,Nominee,Gold Derby Award,Ensemble Cast
Bob Odenkirk,2016,Nominee,IGN Award,Best TV Actor
Bob Odenkirk,2020,Nominee,OFTA Film Award,Best Ensemble
Bob Odenkirk,2019,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Drama"
Bob Odenkirk,2003,Winner,Copper Wing Award,Best Picture
Bob Odenkirk,2019,Nominee,Satellite Award,"Best Actor in a Series, Drama/Genre"
Bob Odenkirk,2019,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
Bob Odenkirk,2014,Nominee,Seattle Film Critics Award,Best Ensemble Cast
Bob Odenkirk,2003,Winner,Best Feature Film,
Bob Odenkirk,2003,Nominee,Grand Jury Prize,
Bob Odenkirk,2016,Nominee,TCA Award,Individual Achievement in Drama
Georgia Engel,2005,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Georgia Engel,1972,Nominee,BAFTA Film Award,Best Supporting Actress
Georgia Engel,2010,Nominee,Gold Derby TV Award,Comedy Guest Actress of the Decade
Georgia Engel,2005,Nominee,OFTA Television Award,Best Guest Actress in a Comedy Series
Georgia Engel,2006,Winner,Prism Award,Performance in a TV Comedy Series
Ossie Davis,1969,Nominee,Golden Globe,Best Supporting Actor
Ossie Davis,2005,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Ossie Davis,1997,Winner,Black Film Award,Best Actor
Ossie Davis,2004,Nominee,Black Reel,Television: Best Supporting Actor
Ossie Davis,2004,Nominee,Chlotrudis Award,Best Supporting Actor
Ossie Davis,2001,Winner,Daytime Emmy,Outstanding Performer in a Children's Special
Ossie Davis,2004,Nominee,Chainsaw Award,Best Supporting Actor
Ossie Davis,2007,Winner,Grammy,Best Spoken Word Album
Ossie Davis,2004,Nominee,Image Award,"Outstanding Actor in a TV Movie, Mini-Series, or Dramatic Special"
Ossie Davis,2004,Nominee,Vision Award,Best Dramatic Performance
Ossie Davis,1998,Nominee,Golden Satellite Award,Best Actor in a Supporting Role in a Miniseries or a Motion Picture Made for Television
Ossie Davis,2001,Winner,Life Achievement Award,
Ossie Davis,1998,Winner,Lifetime Achievement Award,
Ossie Davis,2004,Winner,Kennedy Center Honors,
Ossie Davis,1970,Winner,Bronze Wrangler,Fictional Television Drama
Ossie Davis,1984,Winner,WGA Award (TV),Adapted Drama Anthology
Lupe Ontiveros,2005,Nominee,Primetime Emmy,Outstanding Guest Actress in a Comedy Series
Lupe Ontiveros,2009,Nominee,ALMA Award,Actress in Television - Comedy
Lupe Ontiveros,2001,Nominee,Chlotrudis Award,Best Supporting Actress
Lupe Ontiveros,2003,Winner,Maverick Tribute Award,
Lupe Ontiveros,2001,Nominee,Independent Spirit Award,Best Supporting Female
Lupe Ontiveros,2005,Winner,Gold Derby TV Award,Comedy Guest Actress
Lupe Ontiveros,2003,Winner,Imagen Award,Best Supporting Actress - Film
Lupe Ontiveros,2012,Nominee,ISA,Best Supporting Actress - Drama
Lupe Ontiveros,2012,Winner,LA Femme Filmmaker Award,Image Award in Memoriam
Lupe Ontiveros,2000,Winner,NBR Award,Best Supporting Actress
Lupe Ontiveros,1996,Nominee,NCLR Bravo Award,Outstanding Individual Performance in Made for Television Movie or Mini-Series
Lupe Ontiveros,2002,Winner,Special Jury Prize,Dramatic
Red Buttons,1958,Winner,Oscar,Best Actor in a Supporting Role
Red Buttons,1970,Nominee,Golden Globe,Best Supporting Actor
Red Buttons,2005,Nominee,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Red Buttons,1959,Nominee,BAFTA Film Award,Most Promising Newcomer to Film
Red Buttons,1978,Nominee,Saturn Award,Best Supporting Actor
Red Buttons,1984,Winner,Golden Boot,
Red Buttons,1959,Nominee,Golden Laurel,Top Male Supporting Performance
Red Buttons,1960,Winner,Star on the Walk of Fame,Television
Victor Garber,2005,Nominee,Primetime Emmy,Outstanding Guest Actor in a Comedy Series
Victor Garber,2016,Nominee,Saturn Award,Best Guest Performance in a Television Series
Victor Garber,2012,Nominee,ACCA,Best Cast Ensemble
Victor Garber,2009,Winner,Critics Choice Award,Best Acting Ensemble
Victor Garber,2013,Nominee,COFCA Award,Best Ensemble
Victor Garber,2000,Nominee,Gemini,Best Performance by an Actor in a Leading Role in a Dramatic Program or Mini-Series
Victor Garber,2013,Nominee,Gold Derby Award,Ensemble Cast
Victor Garber,2012,Winner,Hollywood Film Award,Ensemble of the Year
Victor Garber,1996,Winner,NBR Award,Best Acting by an Ensemble
Victor Garber,2005,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Victor Garber,2013,Winner,Ensemble Cast Award,
Victor Garber,2012,Nominee,PFCS Award,Best Ensemble Acting
Victor Garber,2012,Nominee,SDFCS Award,Best Ensemble Performance
Victor Garber,2003,Winner,Golden Satellite Award,"Best Actor in a Supporting Role in a Series, Drama"
Victor Garber,2013,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Victor Garber,2005,Nominee,Teen Choice Award,Choice TV Parental Units
Joanne Woodward,1991,Nominee,Oscar,Best Actress in a Leading Role
Joanne Woodward,2006,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Joanne Woodward,2005,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Joanne Woodward,1975,Winner,BAFTA Film Award,Best Actress
Joanne Woodward,1973,Winner,Best Actress,
Joanne Woodward,1991,Nominee,CFCA Award,Best Actress
Joanne Woodward,2017,Winner,CinEuphoria,Career - Honorary Award
Joanne Woodward,1991,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
Joanne Woodward,1972,Winner,Golden Moon Award,Best Actress
Joanne Woodward,1991,Nominee,Independent Spirit Award,Best Female Lead
Joanne Woodward,1975,Winner,Gala Tribute,
Joanne Woodward,2005,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actress
Joanne Woodward,1976,Winner,Golden Apple,Female Star of the Year
Joanne Woodward,1959,Winner,Woman of the Year,
Joanne Woodward,1990,Winner,KCFCC Award,Best Actress
Joanne Woodward,1971,Nominee,Golden Laurel,"Star, Female"
Joanne Woodward,1990,Nominee,LAFCA Award,Best Actress
Joanne Woodward,1957,Winner,NBR Award,Best Actress
Joanne Woodward,1991,Nominee,NSFC Award,Best Actress
Joanne Woodward,1990,Winner,NYFCC Award,Best Actress
Joanne Woodward,2020,Winner,OFTA Film Hall of Fame,Acting
Joanne Woodward,1969,Winner,Showmanship Award,Motion Picture
Joanne Woodward,1960,Winner,Zulueta Prize,Best Actress
Joanne Woodward,2006,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Joanne Woodward,1992,Winner,Kennedy Center Honors,
Joanne Woodward,2006,Nominee,TV Land Award,Blockbuster Movie of the Week
Joanne Woodward,1960,Winner,Star on the Walk of Fame,Motion Picture
Ray Liotta,1987,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Ray Liotta,2005,Winner,Primetime Emmy,Outstanding Guest Actor in a Drama Series
Ray Liotta,2011,Nominee,Felix,Best Actor
Ray Liotta,1987,Winner,BSFC Award,Best Supporting Actor
Ray Liotta,1991,Nominee,CFCA Award,Best Actor
Ray Liotta,2020,Nominee,Golden Carp Film Award - International,Best Ensemble Performance
Ray Liotta,2020,Winner,Robert Altman Award,
Ray Liotta,2003,Winner,Glow Award,Best Voice Performance - Male
Ray Liotta,2001,Winner,François Truffaut Award,
Ray Liotta,2010,Nominee,Gold Derby TV Award,Drama Guest Actor of the Decade
Ray Liotta,1993,Nominee,MTV Movie Award,Best Villain
Ray Liotta,1987,Nominee,NSFC Award,Best Supporting Actor
Ray Liotta,2003,Winner,NAVGTR Award,Voice Performance
Ray Liotta,1986,Nominee,NYFCC Award,Best Supporting Actor
Ray Liotta,2003,Nominee,PFCS Award,Best Actor in a Supporting Role
Ray Liotta,2005,Winner,Prism Award,Performance in a Drama Series Episode
Ray Liotta,2016,Nominee,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Ray Liotta,2003,Winner,VGA,Best Performance by a Human
Camryn Manheim,2006,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Camryn Manheim,2005,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Camryn Manheim,2005,Nominee,Gold Derby TV Award,TV Movie/Mini Supporting Actress
Camryn Manheim,1998,Winner,NBR Award,Best Acting by an Ensemble
Camryn Manheim,2005,Winner,OFTA Television Award,Best Supporting Actress in a Motion Picture or Miniseries
Camryn Manheim,2005,Nominee,Satellite Award,"Outstanding Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Camryn Manheim,2001,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Camryn Manheim,1999,Nominee,TCA Award,Individual Achievement in Drama
Camryn Manheim,2000,Nominee,Q Award,Best Supporting Actress in a Quality Drama Series
Camryn Manheim,1999,Winner,Lucy Award,
Charlize Theron,2020,Nominee,Oscar,Best Performance by an Actress in a Leading Role
Charlize Theron,2020,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
Charlize Theron,2005,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Charlize Theron,2020,Nominee,BAFTA Film Award,Best Leading Actress
Charlize Theron,2020,Nominee,AACTA International Award,Best Lead Actress
Charlize Theron,2016,Winner,Saturn Award,Best Actress
Charlize Theron,2019,Nominee,EDA Special Mention Award,Bravest Performance
Charlize Theron,2015,Nominee,AFCA Award,Best Actress
Charlize Theron,2015,Nominee,AACTA Award,Best Lead Actress
Charlize Theron,2016,Nominee,AFCA Award,Best Actress
Charlize Theron,2015,Nominee,ACCA,Best Actress in a Leading Role
Charlize Theron,2000,Winner,Bambi,Shooting Star: Female
Charlize Theron,2017,Winner,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Charlize Theron,2004,Winner,Silver Berlin Bear,Best Actress
Charlize Theron,2001,Nominee,Blockbuster Entertainment Award,Favorite Actress - Drama/Romance
Charlize Theron,2020,Nominee,Critics Choice Award,Best Actress
Charlize Theron,2004,Winner,Krzysztof Kieslowski Award,
Charlize Theron,2016,Nominee,COFCA Award,Best Actress
Charlize Theron,2015,Nominee,CFCA Award,Best Actress
Charlize Theron,2019,Winner,CinemaCon Award,Comedy Stars of the Year
Charlize Theron,2019,Nominee,CinEuphoria,Best Actress - International Competition
Charlize Theron,2007,Winner,Half-Life Award,
Charlize Theron,2020,Winner,Spotlight Award,
Charlize Theron,2019,Nominee,DFWFCA Award,Best Actress
Charlize Theron,2016,Nominee,DFCS Award,Best Actress
Charlize Theron,2019,Nominee,DFCS Award,Best Actress
Charlize Theron,2018,Nominee,DFCC,Best Actress
Charlize Theron,2005,Winner,Icon Award,
Charlize Theron,2016,Nominee,Empire Award,Best Actress
Charlize Theron,1998,Nominee,Chainsaw Award,Best Supporting Actress
Charlize Theron,2016,Nominee,FCCA Award,Best Actress
Charlize Theron,2004,Winner,Independent Spirit Award,Best First Feature
Charlize Theron,2019,Nominee,FFCC Award,Best Actress
Charlize Theron,2016,Nominee,GAFCA Award,Best Actress
Charlize Theron,2006,Winner,Vanguard Award,
Charlize Theron,2016,Nominee,Gold Derby Award,Lead Actress
Charlize Theron,2006,Winner,Golden Camera,Best International Actress
Charlize Theron,2017,Nominee,Golden Schmoes,Best T&A of the Year
Charlize Theron,2011,Winner,Tribute Award,
Charlize Theron,2008,Winner,Woman of the Year,
Charlize Theron,2020,Nominee,HFCS Award,Best Actress
Charlize Theron,2020,Nominee,HCA Award,Best Actress
Charlize Theron,2005,Winner,Hollywood Film Award,Actress of the Year
Charlize Theron,2020,Nominee,HFCS Award,Best Actress
Charlize Theron,2015,Nominee,ICP Award,Best Lead Actress
Charlize Theron,2004,Nominee,ICS Award,Best Actress
Charlize Theron,2018,Nominee,Halfway Award,Best Actress
Charlize Theron,2010,Winner,IOFCP Award,Best Actress of the Decade
Charlize Theron,2004,Nominee,Audience Award,Best International Actress
Charlize Theron,2012,Nominee,IOMA,Best Actress (Miglior attrice protagonista)
Charlize Theron,2019,Winner,Jupiter Award,Best International Actress
Charlize Theron,2015,Winner,KCFCC Award,Best Actress
Charlize Theron,2017,Nominee,Blimp Award,Favorite Villain
Charlize Theron,2004,Winner,Sierra Award,Best Actress
Charlize Theron,2019,Nominee,Leo,Best Motion Picture
Charlize Theron,2020,Nominee,ALFS Award,Actress of the Year
Charlize Theron,2004,Nominee,LAFCA Award,Best Actress
Charlize Theron,2006,Winner,Spirit of Independence Award,
Charlize Theron,2018,Nominee,LAOFCS Award,Best Actress
Charlize Theron,2005,Winner,Best Actress,Feature Film
Charlize Theron,2018,Nominee,MTV Movie + TV Award,Best Fight
Charlize Theron,2020,Nominee,MCFCA Award,Best Actress
Charlize Theron,2003,Winner,NBR Award,Breakthrough Performance by an Actress
Charlize Theron,2004,Winner,NSFC Award,Best Actress
Charlize Theron,2019,Winner,NFCS Award,Best Actress
Charlize Theron,2003,Nominee,NYFCC Award,Best Actress
Charlize Theron,2003,Winner,NYFCO Award,Best Actress
Charlize Theron,2020,Nominee,NCFCA Award,Best Actress
Charlize Theron,2019,Winner,NTFCA Award,Best Actress
Charlize Theron,2004,Nominee,NRJ Ciné Award,Most Glamorous Actress (Actrice la plus glamour)
Charlize Theron,2018,Nominee,OAFFC Award,Best Female Lead
Charlize Theron,2005,Winner,OFTA Television Award,Best Guest Actress in a Comedy Series
Charlize Theron,2015,Nominee,OFCS Award,Best Actress
Charlize Theron,2020,Winner,International Star Award,
Charlize Theron,2016,Nominee,People's Choice Award,Favorite Action Movie Actress
Charlize Theron,2015,Nominee,PFCS Award,Best Actress in a Leading Role
Charlize Theron,2015,Nominee,Razzie Award,Worst Actress
Charlize Theron,2015,Nominee,SDFCS Award,Best Actress
Charlize Theron,2019,Nominee,SFFCC Award,Best Actress
Charlize Theron,2016,Nominee,Sant Jordi,Best Actress in a Foreign Film (Mejor Actriz en Película Extranjera)
Charlize Theron,2004,Winner,Outstanding Performer of the Year Award,
Charlize Theron,2019,Nominee,Satellite Award,"Best Actress in a Motion Picture, Drama"
Charlize Theron,2020,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Charlize Theron,2003,Nominee,Seattle Film Critics Award,Best Actress
Charlize Theron,2005,Winner,VGA,Best Performance by a Human Female
Charlize Theron,2019,Nominee,SLFCA Award,Best Actress
Charlize Theron,2017,Nominee,Teen Choice Award,Choice Movie Villain
Charlize Theron,2005,Nominee,Stinker Award,Worst Actress
Charlize Theron,2003,Winner,UFCA Award,Best Actress
Charlize Theron,2006,Nominee,VFCC Award,Best Actress
Charlize Theron,2015,Nominee,VVFP Award,Best Actress
Charlize Theron,2005,Winner,Star on the Walk of Fame,Motion Picture
Charlize Theron,2015,Nominee,WAFCA Award,Best Actress
Charlize Theron,2017,Nominee,Courage in Acting Award,
Jane Alexander,1984,Nominee,Oscar,Best Actress in a Leading Role
Jane Alexander,1984,Nominee,Golden Globe,Best Performance by an Actress in a Motion Picture - Drama
Jane Alexander,2005,Winner,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Movie
Jane Alexander,2013,Winner,ACTRA Maritimes Award,Outstanding Performance - Female
Jane Alexander,1989,Nominee,ACE,Supporting Actress in a Movie or Miniseries
Jane Alexander,2015,Nominee,Canadian Screen Award,Best Performance by an Actress in a Featured Supporting Role in a Dramatic Program or Series
Jane Alexander,2005,Nominee,Daytime Emmy,Outstanding Performer in a Children/Youth/Family Special
Jane Alexander,2005,Winner,Faith Hubley 'Web of Life' Award,
Jane Alexander,1971,Nominee,Golden Laurel,"Star of Tomorrow, Female"
Jane Alexander,1983,Nominee,LAFCA Award,Best Actress
Jane Alexander,1980,Nominee,NSFC Award,Best Supporting Actress
Jane Alexander,1979,Nominee,NYFCC Award,Best Supporting Actress
Jane Alexander,1993,Winner,Muse Award,
Jane Alexander,2014,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Jane Alexander,2017,Winner,Master of Cinema,
Jane Alexander,2005,Nominee,Satellite Award,"Outstanding Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Jane Alexander,2000,Nominee,Actor,Outstanding Performance by a Cast in a Theatrical Motion Picture
Jane Alexander,1985,Winner,Bronze Wrangler,Fictional Television Drama
Jane Alexander,1996,Winner,Humanitarian Award,
Randy Quaid,1974,Nominee,Oscar,Best Actor in a Supporting Role
Randy Quaid,2006,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Randy Quaid,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Randy Quaid,1975,Nominee,BAFTA Film Award,Best Supporting Actor
Randy Quaid,2005,Nominee,ACCA,Best Cast Ensemble
Randy Quaid,2006,Nominee,COFCA Award,Best Ensemble
Randy Quaid,1993,Nominee,Chainsaw Award,Best Supporting Actor
Randy Quaid,1989,Winner,Best Actor,
Randy Quaid,1990,Nominee,Independent Spirit Award,Best Male Lead
Randy Quaid,2006,Nominee,Gold Derby Award,Ensemble Cast
Randy Quaid,2005,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Randy Quaid,2019,Nominee,Best Supporting Actor,Best Supporting Actor
Randy Quaid,2018,Nominee,Festival Award,Best Supporting Actor in a Feature Film
Randy Quaid,2005,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Randy Quaid,1988,Winner,Peabody Award,Winner
Randy Quaid,2005,Winner,Satellite Award,"Outstanding Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Randy Quaid,2006,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Randy Quaid,2002,Nominee,Stinker Award,Worst Supporting Actor
Randy Quaid,2009,Winner,VFCC Award,Best Supporting Actor in a Canadian Film
Randy Quaid,2003,Winner,Star on the Walk of Fame,Motion Picture
Randy Quaid,2000,Winner,Bronze Wrangler,Television Feature Film
Jeff Goldblum,1996,Nominee,Oscar,"Best Short Film, Live Action"
Jeff Goldblum,2020,Nominee,Primetime Emmy,Outstanding Hosted Nonfiction Series or Special
Jeff Goldblum,1997,Nominee,Saturn Award,Best Actor
Jeff Goldblum,2017,Nominee,EDA Special Mention Award,Most Egregious Age Difference Between the Leading Man and the Love Interest
Jeff Goldblum,1998,Nominee,Blockbuster Entertainment Award,Favorite Actor - Sci-Fi
Jeff Goldblum,2004,Nominee,BSFC Award,Best Ensemble Cast
Jeff Goldblum,2013,Nominee,British Independent Film Award,Best Supporting Actor
Jeff Goldblum,2005,Nominee,Critics Choice Award,Best Acting Ensemble
Jeff Goldblum,1989,Nominee,ACE,Actor in a Movie or Miniseries
Jeff Goldblum,2015,Winner,COFCA Award,Best Ensemble
Jeff Goldblum,1993,Nominee,CFCA Award,Best Supporting Actor
Jeff Goldblum,1996,Nominee,Gold Hugo,Best Short Film
Jeff Goldblum,2016,Winner,CinemaCon Award,Ensemble of the Universe
Jeff Goldblum,2017,Winner,Special Achievement Award,
Jeff Goldblum,2014,Winner,DFCS Award,Best Ensemble
Jeff Goldblum,1993,Winner,Chainsaw Award,Best Supporting Actor
Jeff Goldblum,1993,Nominee,Independent Spirit Award,Best Supporting Male
Jeff Goldblum,2014,Winner,FFCC Award,Best Ensemble
Jeff Goldblum,1983,Nominee,Genie,Best Performance by a Foreign Actor
Jeff Goldblum,2015,Winner,GAFCA Award,Best Ensemble
Jeff Goldblum,2020,Nominee,Gold Derby Award,Ensemble of the Decade
Jeff Goldblum,2019,Nominee,LEJA Award,Best Voice or Motion Capture Performance
Jeff Goldblum,1987,Nominee,NSFC Award,Best Actor
Jeff Goldblum,1986,Nominee,NYFCC Award,Best Actor
Jeff Goldblum,1997,Nominee,OFTA Film Award,Best Sci-Fi/Fantasy/Horror Actor
Jeff Goldblum,2014,Nominee,PFCS Award,Best Ensemble Acting
Jeff Goldblum,2014,Nominee,SDFCS Award,Best Ensemble
Jeff Goldblum,2015,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Jeff Goldblum,1990,Winner,Best Actor,
Jeff Goldblum,2014,Winner,SEFCA Award,Best Ensemble
Jeff Goldblum,2014,Nominee,VVFP Award,Best Supporting Actor
Jeff Goldblum,2018,Winner,Star on the Walk of Fame,Motion Picture
Jeff Goldblum,2014,Nominee,WAFCA Award,Best Acting Ensemble
Philip Seymour Hoffman,2013,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Philip Seymour Hoffman,2013,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Philip Seymour Hoffman,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
Philip Seymour Hoffman,2013,Nominee,BAFTA Film Award,Best Supporting Actor
Philip Seymour Hoffman,2018,Winner,Felix,Best Supporting Actor
Philip Seymour Hoffman,2007,Nominee,Saturn Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Winner,EDA Award,Best Supporting Actor
Philip Seymour Hoffman,2006,Winner,AFCA Award,Best Actor
Philip Seymour Hoffman,2012,Winner,ACCA,Best Actor in a Supporting Role
Philip Seymour Hoffman,2001,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Drama/Romance
Philip Seymour Hoffman,2005,Winner,BSFC Award,Best Actor
Philip Seymour Hoffman,2013,Winner,Critics Choice Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Nominee,COFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,CFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Nominee,Chlotrudis Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Nominee,DFWFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2010,Nominee,Daytime Emmy,Outstanding Performer in an Animated Program
Philip Seymour Hoffman,2013,Winner,DFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Nominee,DFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2014,Nominee,DFCC,Best Actor
Philip Seymour Hoffman,2003,Winner,Best Actor,
Philip Seymour Hoffman,2015,Winner,Días de Cine Award,Best Foreign Actor
Philip Seymour Hoffman,2009,Winner,Robert Altman Award,
Philip Seymour Hoffman,2012,Winner,FFCC Award,Best Supporting Actor
Philip Seymour Hoffman,2007,Winner,Jury Award,Best Actor
Philip Seymour Hoffman,2004,Nominee,Genie,Best Performance by an Actor in a Leading Role
Philip Seymour Hoffman,2013,Winner,GAFCA Award,Best Supporting Actor
Philip Seymour Hoffman,2020,Nominee,Gold Derby Award,Supporting Actor of the Decade
Philip Seymour Hoffman,2012,Nominee,Golden Schmoes,Best Supporting Actor of the Year
Philip Seymour Hoffman,2008,Winner,Gotham Independent Film Award,Best Ensemble Performance
Philip Seymour Hoffman,2013,Nominee,HFCS Award,Best Supporting Actor
Philip Seymour Hoffman,2012,Nominee,IGN Award,Best Movie Actor
Philip Seymour Hoffman,2012,Winner,ICP Award,Best Supporting Performance
Philip Seymour Hoffman,2013,Winner,ICS Award,Best Supporting Actor
Philip Seymour Hoffman,2013,Winner,INOCA,Best Supporting Actor
Philip Seymour Hoffman,2012,Winner,IOFCP Award,Best Supporting Actor
Philip Seymour Hoffman,2007,Winner,IFCS Award,Best Actor
Philip Seymour Hoffman,2008,Winner,IFC Award,Best Actor
Philip Seymour Hoffman,2013,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
